file_path,sex,age,age_bin,bmi_category,weight,height
demographic_variations/video_0042_var3_bmi_variation.mp4,F,0.0,0-1,Overweight,50.0,150.0
demographic_variations/video_0043_var1_age_variation.mp4,F,12.5,11-15,Normal,50.0,150.0
demographic_variations/video_0043_var2_sex_variation.mp4,M,1.0,0-1,Normal,50.0,150.0
demographic_variations/video_0043_var3_bmi_variation.mp4,F,1.0,0-1,Overweight,50.0,150.0
demographic_variations/video_0044_var1_age_variation.mp4,F,12.5,11-15,Normal,50.0,150.0
demographic_variations/video_0044_var2_sex_variation.mp4,M,1.0,0-1,Normal,50.0,150.0
demographic_variations/video_0044_var3_bmi_variation.mp4,F,1.0,0-1,Overweight,50.0,150.0
demographic_variations/video_0045_var1_age_variation.mp4,F,12.5,11-15,Normal,50.0,150.0
demographic_variations/video_0045_var2_sex_variation.mp4,M,0.0,0-1,Normal,50.0,150.0
demographic_variations/video_0045_var3_bmi_variation.mp4,F,0.0,0-1,Overweight,50.0,150.0
demographic_variations/video_0046_var1_age_variation.mp4,F,12.5,11-15,Normal,50.0,150.0
demographic_variations/video_0046_var2_sex_variation.mp4,M,0.0,0-1,Normal,50.0,150.0
demographic_variations/video_0046_var3_bmi_variation.mp4,F,0.0,0-1,Overweight,50.0,150.0
demographic_variations/video_0047_var1_age_variation.mp4,F,12.5,11-15,Normal,50.0,150.0
demographic_variations/video_0047_var2_sex_variation.mp4,M,0.0,0-1,Normal,50.0,150.0
demographic_variations/video_0047_var3_bmi_variation.mp4,F,0.0,0-1,Overweight,50.0,150.0
demographic_variations/video_0048_var1_age_variation.mp4,F,12.5,11-15,Normal,50.0,150.0
demographic_variations/video_0048_var2_sex_variation.mp4,M,1.0,0-1,Normal,50.0,150.0
demographic_variations/video_0048_var3_bmi_variation.mp4,F,1.0,0-1,Overweight,50.0,150.0
demographic_variations/video_0049_var1_age_variation.mp4,F,12.5,11-15,Normal,50.0,150.0
demographic_variations/video_0049_var2_sex_variation.mp4,M,0.0,0-1,Normal,50.0,150.0
demographic_variations/video_0049_var3_bmi_variation.mp4,F,0.0,0-1,Overweight,50.0,150.0
demographic_variations/video_0050_var1_age_variation.mp4,F,12.5,11-15,Normal,50.0,150.0
demographic_variations/video_0050_var2_sex_variation.mp4,M,0.0,0-1,Normal,50.0,150.0
demographic_variations/video_0050_var3_bmi_variation.mp4,F,0.0,0-1,Overweight,50.0,150.0
demographic_variations/video_0051_var1_age_variation.mp4,F,12.5,11-15,Normal,50.0,150.0
demographic_variations/video_0051_var2_sex_variation.mp4,M,1.0,0-1,Normal,50.0,150.0
demographic_variations/video_0051_var3_bmi_variation.mp4,F,1.0,0-1,Overweight,50.0,150.0
demographic_variations/video_0052_var1_age_variation.mp4,F,12.5,11-15,Normal,50.0,150.0
demographic_variations/video_0052_var2_sex_variation.mp4,M,0.0,0-1,Normal,50.0,150.0
demographic_variations/video_0052_var3_bmi_variation.mp4,F,0.0,0-1,Overweight,50.0,150.0
demographic_variations/video_0053_var1_age_variation.mp4,F,12.5,11-15,Normal,50.0,150.0
demographic_variations/video_0053_var2_sex_variation.mp4,M,0.0,0-1,Normal,50.0,150.0
demographic_variations/video_0053_var3_bmi_variation.mp4,F,0.0,0-1,Overweight,50.0,150.0
demographic_variations/video_0054_var1_age_variation.mp4,F,12.5,11-15,Normal,50.0,150.0
demographic_variations/video_0054_var2_sex_variation.mp4,M,1.0,0-1,Normal,50.0,150.0
demographic_variations/video_0054_var3_bmi_variation.mp4,F,1.0,0-1,Overweight,50.0,150.0
demographic_variations/video_0055_var1_age_variation.mp4,F,12.5,11-15,Normal,50.0,150.0
demographic_variations/video_0055_var2_sex_variation.mp4,M,1.0,0-1,Normal,50.0,150.0
demographic_variations/video_0055_var3_bmi_variation.mp4,F,1.0,0-1,Overweight,50.0,150.0
demographic_variations/video_0056_var1_age_variation.mp4,F,12.5,11-15,Normal,50.0,150.0
demographic_variations/video_0056_var2_sex_variation.mp4,M,0.0,0-1,Normal,50.0,150.0
demographic_variations/video_0056_var3_bmi_variation.mp4,F,0.0,0-1,Overweight,50.0,150.0
demographic_variations/video_0057_var1_age_variation.mp4,F,12.5,11-15,Normal,50.0,150.0
demographic_variations/video_0057_var2_sex_variation.mp4,M,0.0,0-1,Normal,50.0,150.0
demographic_variations/video_0057_var3_bmi_variation.mp4,F,0.0,0-1,Overweight,50.0,150.0
demographic_variations/video_0058_var1_age_variation.mp4,F,12.5,11-15,Normal,50.0,150.0
demographic_variations/video_0058_var2_sex_variation.mp4,M,0.0,0-1,Normal,50.0,150.0
demographic_variations/video_0058_var3_bmi_variation.mp4,F,0.0,0-1,Overweight,50.0,150.0
demographic_variations/video_0059_var1_age_variation.mp4,F,12.5,11-15,Normal,50.0,150.0
demographic_variations/video_0059_var2_sex_variation.mp4,M,0.0,0-1,Normal,50.0,150.0
demographic_variations/video_0059_var3_bmi_variation.mp4,F,0.0,0-1,Overweight,50.0,150.0
demographic_variations/video_0060_var1_age_variation.mp4,F,12.5,11-15,Normal,50.0,150.0
demographic_variations/video_0060_var2_sex_variation.mp4,M,0.0,0-1,Normal,50.0,150.0
demographic_variations/video_0060_var3_bmi_variation.mp4,F,0.0,0-1,Overweight,50.0,150.0
demographic_variations/video_0061_var1_age_variation.mp4,F,12.5,11-15,Normal,50.0,150.0
demographic_variations/video_0061_var2_sex_variation.mp4,M,0.0,0-1,Normal,50.0,150.0
demographic_variations/video_0061_var3_bmi_variation.mp4,F,0.0,0-1,Overweight,50.0,150.0
demographic_variations/video_0062_var1_age_variation.mp4,F,12.5,11-15,Normal,50.0,150.0
demographic_variations/video_0062_var2_sex_variation.mp4,M,1.0,0-1,Normal,50.0,150.0
demographic_variations/video_0062_var3_bmi_variation.mp4,F,1.0,0-1,Overweight,50.0,150.0
demographic_variations/video_0063_var1_age_variation.mp4,F,12.5,11-15,Normal,50.0,150.0
demographic_variations/video_0063_var2_sex_variation.mp4,M,0.0,0-1,Normal,50.0,150.0
demographic_variations/video_0063_var3_bmi_variation.mp4,F,0.0,0-1,Overweight,50.0,150.0
demographic_variations/video_0064_var1_age_variation.mp4,F,12.5,11-15,Normal,50.0,150.0
demographic_variations/video_0064_var2_sex_variation.mp4,M,0.0,0-1,Normal,50.0,150.0
demographic_variations/video_0064_var3_bmi_variation.mp4,F,0.0,0-1,Overweight,50.0,150.0
demographic_variations/video_0065_var1_age_variation.mp4,F,12.5,11-15,Normal,50.0,150.0
demographic_variations/video_0065_var2_sex_variation.mp4,M,0.0,0-1,Normal,50.0,150.0
demographic_variations/video_0065_var3_bmi_variation.mp4,F,0.0,0-1,Overweight,50.0,150.0
demographic_variations/video_0066_var1_age_variation.mp4,F,12.5,11-15,Normal,50.0,150.0
demographic_variations/video_0066_var2_sex_variation.mp4,M,0.0,0-1,Normal,50.0,150.0
demographic_variations/video_0066_var3_bmi_variation.mp4,F,0.0,0-1,Overweight,50.0,150.0
demographic_variations/video_0067_var1_age_variation.mp4,F,12.5,11-15,Normal,50.0,150.0
demographic_variations/video_0067_var2_sex_variation.mp4,M,0.0,0-1,Normal,50.0,150.0
demographic_variations/video_0067_var3_bmi_variation.mp4,F,0.0,0-1,Overweight,50.0,150.0
demographic_variations/video_0068_var1_age_variation.mp4,F,12.5,11-15,Normal,50.0,150.0
demographic_variations/video_0068_var2_sex_variation.mp4,M,0.0,0-1,Normal,50.0,150.0
demographic_variations/video_0068_var3_bmi_variation.mp4,F,0.0,0-1,Overweight,50.0,150.0
demographic_variations/video_0069_var1_age_variation.mp4,F,12.5,11-15,Normal,50.0,150.0
demographic_variations/video_0069_var2_sex_variation.mp4,M,0.0,0-1,Normal,50.0,150.0
demographic_variations/video_0069_var3_bmi_variation.mp4,F,0.0,0-1,Overweight,50.0,150.0
demographic_variations/video_0070_var1_age_variation.mp4,F,12.5,11-15,Normal,50.0,150.0
demographic_variations/video_0070_var2_sex_variation.mp4,M,0.0,0-1,Normal,50.0,150.0
demographic_variations/video_0070_var3_bmi_variation.mp4,F,0.0,0-1,Overweight,50.0,150.0
demographic_variations/video_0071_var1_age_variation.mp4,F,12.5,11-15,Normal,50.0,150.0
demographic_variations/video_0071_var2_sex_variation.mp4,M,1.0,0-1,Normal,50.0,150.0
demographic_variations/video_0071_var3_bmi_variation.mp4,F,1.0,0-1,Overweight,50.0,150.0
demographic_variations/video_0072_var1_age_variation.mp4,F,12.5,11-15,Normal,50.0,150.0
demographic_variations/video_0072_var2_sex_variation.mp4,M,1.0,0-1,Normal,50.0,150.0
demographic_variations/video_0072_var3_bmi_variation.mp4,F,1.0,0-1,Overweight,50.0,150.0
demographic_variations/video_0073_var1_age_variation.mp4,F,12.5,11-15,Normal,50.0,150.0
demographic_variations/video_0073_var2_sex_variation.mp4,M,1.0,0-1,Normal,50.0,150.0
demographic_variations/video_0073_var3_bmi_variation.mp4,F,1.0,0-1,Overweight,50.0,150.0
demographic_variations/video_0074_var1_age_variation.mp4,F,12.5,11-15,Normal,50.0,150.0
demographic_variations/video_0074_var2_sex_variation.mp4,M,0.0,0-1,Normal,50.0,150.0
demographic_variations/video_0074_var3_bmi_variation.mp4,F,0.0,0-1,Overweight,50.0,150.0
demographic_variations/video_0075_var1_age_variation.mp4,F,12.5,11-15,Normal,50.0,150.0
demographic_variations/video_0075_var2_sex_variation.mp4,M,0.0,0-1,Normal,50.0,150.0
demographic_variations/video_0075_var3_bmi_variation.mp4,F,0.0,0-1,Overweight,50.0,150.0
demographic_variations/video_0076_var1_age_variation.mp4,F,12.5,11-15,Normal,50.0,150.0
demographic_variations/video_0076_var2_sex_variation.mp4,M,1.0,0-1,Normal,50.0,150.0
demographic_variations/video_0076_var3_bmi_variation.mp4,F,1.0,0-1,Overweight,50.0,150.0
demographic_variations/video_0077_var1_age_variation.mp4,F,12.5,11-15,Normal,50.0,150.0
demographic_variations/video_0077_var2_sex_variation.mp4,M,0.0,0-1,Normal,50.0,150.0
demographic_variations/video_0077_var3_bmi_variation.mp4,F,0.0,0-1,Overweight,50.0,150.0
demographic_variations/video_0078_var1_age_variation.mp4,F,12.5,11-15,Normal,50.0,150.0
demographic_variations/video_0078_var2_sex_variation.mp4,M,1.0,0-1,Normal,50.0,150.0
demographic_variations/video_0078_var3_bmi_variation.mp4,F,1.0,0-1,Overweight,50.0,150.0
demographic_variations/video_0079_var1_age_variation.mp4,F,12.5,11-15,Normal,50.0,150.0
demographic_variations/video_0079_var2_sex_variation.mp4,M,0.0,0-1,Normal,50.0,150.0
demographic_variations/video_0079_var3_bmi_variation.mp4,F,0.0,0-1,Overweight,50.0,150.0
demographic_variations/video_0080_var1_age_variation.mp4,F,12.5,11-15,Normal,50.0,150.0
demographic_variations/video_0080_var2_sex_variation.mp4,M,1.0,0-1,Normal,50.0,150.0
demographic_variations/video_0080_var3_bmi_variation.mp4,F,1.0,0-1,Overweight,50.0,150.0
demographic_variations/video_0081_var1_age_variation.mp4,F,12.5,11-15,Normal,50.0,150.0
demographic_variations/video_0081_var2_sex_variation.mp4,M,0.0,0-1,Normal,50.0,150.0
demographic_variations/video_0081_var3_bmi_variation.mp4,F,0.0,0-1,Overweight,50.0,150.0
demographic_variations/video_0082_var1_age_variation.mp4,F,12.5,11-15,Normal,50.0,150.0
demographic_variations/video_0082_var2_sex_variation.mp4,M,1.0,0-1,Normal,50.0,150.0
demographic_variations/video_0082_var3_bmi_variation.mp4,F,1.0,0-1,Overweight,50.0,150.0
demographic_variations/video_0083_var1_age_variation.mp4,F,12.5,11-15,Normal,50.0,150.0
demographic_variations/video_0083_var2_sex_variation.mp4,M,0.0,0-1,Normal,50.0,150.0
demographic_variations/video_0083_var3_bmi_variation.mp4,F,0.0,0-1,Overweight,50.0,150.0
demographic_variations/video_0084_var1_age_variation.mp4,F,12.5,11-15,Normal,50.0,150.0
demographic_variations/video_0084_var2_sex_variation.mp4,M,0.0,0-1,Normal,50.0,150.0
demographic_variations/video_0084_var3_bmi_variation.mp4,F,0.0,0-1,Overweight,50.0,150.0
demographic_variations/video_0085_var1_age_variation.mp4,F,12.5,11-15,Normal,50.0,150.0
demographic_variations/video_0085_var2_sex_variation.mp4,M,1.0,0-1,Normal,50.0,150.0
demographic_variations/video_0085_var3_bmi_variation.mp4,F,1.0,0-1,Overweight,50.0,150.0
demographic_variations/video_0086_var1_age_variation.mp4,F,12.5,11-15,Normal,50.0,150.0
demographic_variations/video_0086_var2_sex_variation.mp4,M,0.0,0-1,Normal,50.0,150.0
demographic_variations/video_0086_var3_bmi_variation.mp4,F,0.0,0-1,Overweight,50.0,150.0
demographic_variations/video_0087_var1_age_variation.mp4,F,12.5,11-15,Normal,50.0,150.0
demographic_variations/video_0087_var2_sex_variation.mp4,M,0.0,0-1,Normal,50.0,150.0
demographic_variations/video_0087_var3_bmi_variation.mp4,F,0.0,0-1,Overweight,50.0,150.0
demographic_variations/video_0088_var1_age_variation.mp4,F,12.5,11-15,Normal,50.0,150.0
demographic_variations/video_0088_var2_sex_variation.mp4,M,0.0,0-1,Normal,50.0,150.0
demographic_variations/video_0088_var3_bmi_variation.mp4,F,0.0,0-1,Overweight,50.0,150.0
demographic_variations/video_0089_var1_age_variation.mp4,F,12.5,11-15,Normal,50.0,150.0
demographic_variations/video_0089_var2_sex_variation.mp4,M,1.0,0-1,Normal,50.0,150.0
demographic_variations/video_0089_var3_bmi_variation.mp4,F,1.0,0-1,Overweight,50.0,150.0
demographic_variations/video_0090_var1_age_variation.mp4,F,12.5,11-15,Normal,50.0,150.0
demographic_variations/video_0090_var2_sex_variation.mp4,M,0.0,0-1,Normal,50.0,150.0
demographic_variations/video_0090_var3_bmi_variation.mp4,F,0.0,0-1,Overweight,50.0,150.0
demographic_variations/video_0091_var1_age_variation.mp4,F,12.5,11-15,Normal,50.0,150.0
demographic_variations/video_0091_var2_sex_variation.mp4,M,0.0,0-1,Normal,50.0,150.0
demographic_variations/video_0091_var3_bmi_variation.mp4,F,0.0,0-1,Overweight,50.0,150.0
demographic_variations/video_0092_var1_age_variation.mp4,F,12.5,11-15,Normal,50.0,150.0
demographic_variations/video_0092_var2_sex_variation.mp4,M,0.0,0-1,Normal,50.0,150.0
demographic_variations/video_0092_var3_bmi_variation.mp4,F,0.0,0-1,Overweight,50.0,150.0
demographic_variations/video_0093_var1_age_variation.mp4,F,12.5,11-15,Normal,50.0,150.0
demographic_variations/video_0093_var2_sex_variation.mp4,M,1.0,0-1,Normal,50.0,150.0
demographic_variations/video_0093_var3_bmi_variation.mp4,F,1.0,0-1,Overweight,50.0,150.0
demographic_variations/video_0094_var1_age_variation.mp4,F,12.5,11-15,Normal,50.0,150.0
demographic_variations/video_0094_var2_sex_variation.mp4,M,0.0,0-1,Normal,50.0,150.0
demographic_variations/video_0094_var3_bmi_variation.mp4,F,0.0,0-1,Overweight,50.0,150.0
demographic_variations/video_0095_var1_age_variation.mp4,F,12.5,11-15,Normal,50.0,150.0
demographic_variations/video_0095_var2_sex_variation.mp4,M,0.0,0-1,Normal,50.0,150.0
demographic_variations/video_0095_var3_bmi_variation.mp4,F,0.0,0-1,Overweight,50.0,150.0
demographic_variations/video_0096_var1_age_variation.mp4,F,12.5,11-15,Normal,50.0,150.0
demographic_variations/video_0096_var2_sex_variation.mp4,M,1.0,0-1,Normal,50.0,150.0
demographic_variations/video_0096_var3_bmi_variation.mp4,F,1.0,0-1,Overweight,50.0,150.0
demographic_variations/video_0097_var1_age_variation.mp4,F,12.5,11-15,Normal,50.0,150.0
demographic_variations/video_0097_var2_sex_variation.mp4,M,1.0,0-1,Normal,50.0,150.0
demographic_variations/video_0097_var3_bmi_variation.mp4,F,1.0,0-1,Overweight,50.0,150.0
